Id	Title	Code	ProductTypeId
8867	مونتاژ آنلودر	A111041C	
8868	تعویض فیلتر هوا	A111051C	
8869	تعویض فیلتر روغن	A111061C	
8870	تعویض فیلتر سپراتور 	A111071C	
8871	تعویض روغن	A111081C	
8872	تعویض کیت اویل استاپ ولو	A111091C	
8873	تعویض ترموستاتیک ولو	A111101C	
8874	تعویض کیت مینیمم پرشرولو	A111111C	
8875	تعویض کیت آنلودر	A111121C	
8876	تعویض تسمه ها	A111131C	
8877	دمونتاژ الکتروموتور	A111141C	
8878	مونتاژ الکتروموتور	A111151C	
8879	تعویض پولی ایراند	A111161C	
8880	تعویض پولی الکتروموتور	A111171C	
8881	دمونتاژ مینیمم پرشرولو	A111181C	
8882	مونتاژ مینیمم پرشرولو	A111191C	
8883	تعویض سوپاپ اطمینان	A121201C	
8884	مونتاژ رادیاتور	A121211C	
8885	دمونتاژ رادیاتور	A121221C	
8886	مونتاژ شاسی متحرک	A121231C	
8887	دمونتاژ شاسی متحرک	A121241C	
8888	مونتاژ/تعویض فن خنک کننده	A121251C	
8889	دمونتاژ فن خنک کننده	A121261C	
8890	تعویض کنتاکتور	A121271C	
8891	تعویض بی متال	A121281C	
8892	تعویض کنترل فاز	A121291C	
8893	تعویض کلید حرارتی	A121301C	
8894	تعویض کلید ON-Off	A121311C	
8895	تعویض emergency stop	A121321C	
8896	تعویض برد کنترلی	A121331C	
8897	تعویض سنسور دما	A121341C	
8898	نعویض سنسور فشار	A121351C	
8899	تعویض شیر یکطرفه ساکشن	A121361C	
8900	تنظیم لوله ساکشن	A121371C	
8901	تعویض شلنگ هوا-روغن	A121381C	
8902	تعویض شلنگ از مینیمم به رادیاتور	A121391C	
8903	تعویض شلنگ از مخزن سپراتور به پایه فیلتر	A121401C	
8904	تعویض شلنگ از پایه فیلتر به ایراند	A121411C	
8905	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(رفت)	A121421C	
8906	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(برگشت)	A121431C	
8907	تعویض شلنگ های پنوماتیک 	A121441C	
8908	شستشوی رادیاتور	A121451C	
8909	شستشوی کمپرسور	A121461C	
8910	تعویض فوم ها و غبارگیر	A121471C	
8911	تعویض قفل کابینت(هرعدد)	A121481C	
8912	تعویض کابل قدرت 	A121491C	
8913	تعویض بلبرینگ های الکتروموتور	A121501C	
8914	تعویض بلبرینگ های الکتروموتور فن	A121511C	
8915	تعویض پروانه فن	A121521C	
8916	تعویض توری غبارگیر	A121531C	
8917	تعویض sight glass	A121541C	
8918	شستشوی مخزن سپراتور	A121551C	
8919	تعویض شلنگ تخلیه روغن	A121561C	
8920	تعویض شیر تخلیه روغن مخزن سپراتور	A121571C	
8921	تعویض لرزه گیر	A121581C	
8922	تنظیم پولی ها	A121591C	
8923	TEST RUN	A121601C	
8924	تعویض گیج مخزن سپراتور	A121611C	
8925	زنگ زدایی، لکه گیری و نقاشی	A121621C	
8926	تعویض چک ولو زیر ایراند	A121631C	
8927	تعویض واشر آببندی آنلودر	A121641C	
8928	تعویض واشر آببندی چک ولو زیر ایراند	A121651C	
8929	تعویض کابینت تابلو برق 	A121661C	
8930	تعویض درب تابلو برق  	A121671C	
8931	تعویض صفحه بالائی تابلو برق 	A121681C	
8932	تعویض صفحه پایینی تابلو برق 	A121691C	
8933	تعویض درب کابینت هر کدام	A121701C	
8934	تعویض پنل کابینت هر کدام	A121711C	
8935	تعویض ساپورت زیر  Electro Motor  هوایاری	A121721C	
8936	تعویض رابط ساپورت راست Electro Motor	A121731C	
8937	تعویض رابط ساپورت چپ Electro Motor 	A121741C	
8938	تعویض ساپورت نگهدارنده سقف کمپرسور	A121751C	
8939	تعویض پایه فن 	A121761C	
8940	تعویض پایه خرک 	A121771C	
8941	تعویض صفحه نگهدارنده قاب فن	A121781C	
8942	تعویض صفحه روی خرک 	A121791C	
8943	تعویض قاب رادیاتور 	A121801C	
8944	تعویض قاب تسمه 	A121811C	
8945	تعویض قاب کناری   Electro Motor	A121821C	
8946	تعویض قاب کناری تابلو برق 	A121831C	
8947	تعویض قاب ورودی هوا 	A121841C	
8948	تعویض قاب صداگیر 	A121851C	
8949	تعویض نگهدارنده مخزن 	A121861C	
8950	تعویض کاسه نمد	A121871C	
8951	تعویض ستون هر کدام	A121881C	
8952	تعویض لولا	A121891C	
8953	دمونتاژ کوپلینگ	A121901C	
8954	مونتاژ کوپلینگ	A121911C	
8955	تعویض اکسپنشن جوینت هوا روغن	A121921C	
8956	تعویض اکسپنشن جوینت هوا 	A121931C	
8957	تعویض سنسور اختلاف فشار هر کدام	A121941C	
8958	تعویض سوییچ اختلاف فشار هر کدام	A121951C	
8959	تعویض لوله خروجی هوا	A121961C	
8960	دمونتاژ تله آبگیر	A121971C	
8961	مونتاژ تله آبگیر	A121981C	
8962	تعویض/ سرویس اتودرین	A121991C	
8963	دمونتاژ سینی کابل	A122001C	
8964	مونتاژ سینی کابل	A122011C	
8965	تعویض فن تابلو برق	A122021C	
8966	تعویض CT	A122031C	
8967	دمونتاژ گلدانی	A122041C	
8968	مونتاژ گلدانی	A122051C	
8969	تعویض کابینت برد	A122061C	
8970	دمونتاژ ایراند	A131011C	
8971	مونتاژ ایراند	A131021C	
8972	دمونتاژ آنلودر	A131031C	
8973	مونتاژ آنلودر	A131041C	
8974	تعویض فیلتر هوا	A131051C	
8975	تعویض فیلتر روغن	A131061C	
8976	تعویض فیلتر سپراتور 	A131071C	
8977	تعویض روغن	A131081C	
8978	تعویض کیت اویل استاپ ولو	A131091C	
8979	تعویض ترموستاتیک ولو	A131101C	
8980	تعویض کیت مینیمم پرشرولو	A131111C	
8981	تعویض کیت آنلودر	A131121C	
8982	تعویض تسمه ها	A131131C	
8983	دمونتاژ الکتروموتور	A131141C	
8984	مونتاژ الکتروموتور	A131151C	
8985	تعویض پولی ایراند	A131161C	
8986	تعویض پولی الکتروموتور	A131171C	
8987	دمونتاژ مینیمم پرشرولو	A131181C	
8988	مونتاژ مینیمم پرشرولو	A131191C	
8989	تعویض سوپاپ اطمینان	A131201C	
8990	مونتاژ رادیاتور	A131211C	
8991	دمونتاژ رادیاتور	A131221C	
8992	مونتاژ شاسی متحرک	A131231C	
8993	دمونتاژ شاسی متحرک	A131241C	
8994	مونتاژ/تعویض فن خنک کننده	A131251C	
8995	دمونتاژ فن خنک کننده	A131261C	
8996	تعویض کنتاکتور	A131271C	
8997	تعویض بی متال	A131281C	
8998	تعویض کنترل فاز	A131291C	
8999	تعویض کلید حرارتی	A131301C	
9000	تعویض کلید ON-Off	A131311C	
9001	تعویض emergency stop	A131321C	
9002	تعویض برد کنترلی	A131331C	
9003	تعویض سنسور دما	A131341C	
9004	نعویض سنسور فشار	A131351C	
9005	تعویض شیر یکطرفه ساکشن	A131361C	
9006	تنظیم لوله ساکشن	A131371C	
9007	تعویض شلنگ هوا-روغن	A131381C	
9008	تعویض شلنگ از مینیمم به رادیاتور	A131391C	
9009	تعویض شلنگ از مخزن سپراتور به پایه فیلتر	A131401C	
9010	تعویض شلنگ از پایه فیلتر به ایراند	A131411C	
9011	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(رفت)	A131421C	
9012	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(برگشت)	A131431C	
9013	تعویض شلنگ های پنوماتیک 	A131441C	
9014	شستشوی رادیاتور	A131451C	
9015	شستشوی کمپرسور	A131461C	
9016	تعویض فوم ها و غبارگیر	A131471C	
9017	تعویض قفل کابینت(هرعدد)	A131481C	
9018	تعویض کابل قدرت 	A131491C	
9019	تعویض بلبرینگ های الکتروموتور	A131501C	
9020	تعویض بلبرینگ های الکتروموتور فن	A131511C	
9021	تعویض پروانه فن	A131521C	
9022	تعویض توری غبارگیر	A131531C	
9023	تعویض sight glass	A131541C	
9024	شستشوی مخزن سپراتور	A131551C	
9025	تعویض شلنگ تخلیه روغن	A131561C	
9026	تعویض شیر تخلیه روغن مخزن سپراتور	A131571C	
9027	تعویض لرزه گیر	A131581C	
9028	تنظیم پولی ها	A131591C	
9029	TEST RUN	A131601C	
9030	تعویض گیج مخزن سپراتور	A131611C	
9031	زنگ زدایی، لکه گیری و نقاشی	A131621C	
9032	تعویض چک ولو زیر ایراند	A131631C	
9033	تعویض واشر آببندی آنلودر	A131641C	
9034	تعویض واشر آببندی چک ولو زیر ایراند	A131651C	
9035	تعویض کابینت تابلو برق 	A131661C	
9036	تعویض درب تابلو برق  	A131671C	
9037	تعویض صفحه بالائی تابلو برق 	A131681C	
9038	تعویض صفحه پایینی تابلو برق 	A131691C	
9039	تعویض درب کابینت هر کدام	A131701C	
9040	تعویض پنل کابینت هر کدام	A131711C	
9041	تعویض ساپورت زیر  Electro Motor  هوایاری	A131721C	
9042	تعویض رابط ساپورت راست Electro Motor	A131731C	
9043	تعویض رابط ساپورت چپ Electro Motor 	A131741C	
9044	تعویض ساپورت نگهدارنده سقف کمپرسور	A131751C	
9045	تعویض پایه فن 	A131761C	
9046	تعویض پایه خرک 	A131771C	
9047	تعویض صفحه نگهدارنده قاب فن	A131781C	
9048	تعویض صفحه روی خرک 	A131791C	
9049	تعویض قاب رادیاتور 	A131801C	
9050	تعویض قاب تسمه 	A131811C	
9051	تعویض قاب کناری   Electro Motor	A131821C	
9052	تعویض قاب کناری تابلو برق 	A131831C	
9053	تعویض قاب ورودی هوا 	A131841C	
9054	تعویض قاب صداگیر 	A131851C	
9055	تعویض نگهدارنده مخزن 	A131861C	
9056	تعویض کاسه نمد	A131871C	
9057	تعویض ستون هر کدام	A131881C	
9058	تعویض لولا	A131891C	
9059	دمونتاژ کوپلینگ	A131901C	
9060	مونتاژ کوپلینگ	A131911C	
9061	تعویض اکسپنشن جوینت هوا روغن	A131921C	
9062	تعویض اکسپنشن جوینت هوا 	A131931C	
9063	تعویض سنسور اختلاف فشار هر کدام	A131941C	
9064	تعویض سوییچ اختلاف فشار هر کدام	A131951C	
9065	تعویض لوله خروجی هوا	A131961C	
9066	دمونتاژ تله آبگیر	A131971C	
9067	مونتاژ تله آبگیر	A131981C	
9068	تعویض/ سرویس اتودرین	A131991C	
9069	دمونتاژ سینی کابل	A132001C	
9070	مونتاژ سینی کابل	A132011C	
9071	تعویض فن تابلو برق	A132021C	
9072	تعویض CT	A132031C	
9073	دمونتاژ گلدانی	A132041C	
9074	مونتاژ گلدانی	A132051C	
9075	تعویض کابینت برد	A132061C	
9076	دمونتاژ ایراند	A141011C	
9077	مونتاژ ایراند	A141021C	
9078	دمونتاژ آنلودر	A141031C	
9079	مونتاژ آنلودر	A141041C	
9080	تعویض فیلتر هوا	A141051C	
9081	تعویض فیلتر روغن	A141061C	
9082	تعویض فیلتر سپراتور 	A141071C	
9083	تعویض روغن	A141081C	
9084	تعویض کیت اویل استاپ ولو	A141091C	
9085	تعویض ترموستاتیک ولو	A141101C	
9086	تعویض کیت مینیمم پرشرولو	A141111C	
9087	تعویض کیت آنلودر	A141121C	
9088	تعویض تسمه ها	A141131C	
9089	دمونتاژ الکتروموتور	A141141C	
9090	مونتاژ الکتروموتور	A141151C	
9091	تعویض پولی ایراند	A141161C	
9092	تعویض پولی الکتروموتور	A141171C	
9093	دمونتاژ مینیمم پرشرولو	A141181C	
9094	مونتاژ مینیمم پرشرولو	A141191C	
9095	تعویض سوپاپ اطمینان	A141201C	
9096	مونتاژ رادیاتور	A141211C	
9097	دمونتاژ رادیاتور	A141221C	
9098	مونتاژ شاسی متحرک	A141231C	
9099	دمونتاژ شاسی متحرک	A141241C	
9100	مونتاژ/تعویض فن خنک کننده	A141251C	
9101	دمونتاژ فن خنک کننده	A141261C	
9102	تعویض کنتاکتور	A141271C	
9103	تعویض بی متال	A141281C	
9104	تعویض کنترل فاز	A141291C	
9105	تعویض کلید حرارتی	A141301C	
9106	تعویض کلید ON-Off	A141311C	
9107	تعویض emergency stop	A141321C	
9108	تعویض برد کنترلی	A141331C	
9109	تعویض سنسور دما	A141341C	
9110	نعویض سنسور فشار	A141351C	
9111	تعویض شیر یکطرفه ساکشن	A141361C	
9112	تنظیم لوله ساکشن	A141371C	
9113	تعویض شلنگ هوا-روغن	A141381C	
9114	تعویض شلنگ از مینیمم به رادیاتور	A141391C	
9115	تعویض شلنگ از مخزن سپراتور به پایه فیلتر	A141401C	
9116	تعویض شلنگ از پایه فیلتر به ایراند	A141411C	
9117	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(رفت)	A141421C	
9118	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(برگشت)	A141431C	
9119	تعویض شلنگ های پنوماتیک 	A141441C	
9120	شستشوی رادیاتور	A141451C	
9121	شستشوی کمپرسور	A141461C	
9122	تعویض فوم ها و غبارگیر	A141471C	
9123	تعویض قفل کابینت(هرعدد)	A141481C	
9124	تعویض کابل قدرت 	A141491C	
9125	تعویض بلبرینگ های الکتروموتور	A141501C	
9126	تعویض بلبرینگ های الکتروموتور فن	A141511C	
9127	تعویض پروانه فن	A141521C	
9128	تعویض توری غبارگیر	A141531C	
9129	تعویض sight glass	A141541C	
9130	شستشوی مخزن سپراتور	A141551C	
9131	تعویض شلنگ تخلیه روغن	A141561C	
9132	تعویض شیر تخلیه روغن مخزن سپراتور	A141571C	
9133	تعویض لرزه گیر	A141581C	
9134	تنظیم پولی ها	A141591C	
9135	TEST RUN	A141601C	
9136	تعویض گیج مخزن سپراتور	A141611C	
9137	زنگ زدایی، لکه گیری و نقاشی	A141621C	
9138	تعویض چک ولو زیر ایراند	A141631C	
9139	تعویض واشر آببندی آنلودر	A141641C	
9140	تعویض واشر آببندی چک ولو زیر ایراند	A141651C	
9141	تعویض کابینت تابلو برق 	A141661C	
9142	تعویض درب تابلو برق  	A141671C	
9143	تعویض صفحه بالائی تابلو برق 	A141681C	
9144	تعویض صفحه پایینی تابلو برق 	A141691C	
9145	تعویض درب کابینت هر کدام	A141701C	
9146	تعویض پنل کابینت هر کدام	A141711C	
9147	تعویض ساپورت زیر  Electro Motor  هوایاری	A141721C	
9148	تعویض رابط ساپورت راست Electro Motor	A141731C	
9149	تعویض رابط ساپورت چپ Electro Motor 	A141741C	
9150	تعویض ساپورت نگهدارنده سقف کمپرسور	A141751C	
9151	تعویض پایه فن 	A141761C	
9152	تعویض پایه خرک 	A141771C	
9153	تعویض صفحه نگهدارنده قاب فن	A141781C	
9154	تعویض صفحه روی خرک 	A141791C	
9155	تعویض قاب رادیاتور 	A141801C	
9156	تعویض قاب تسمه 	A141811C	
9157	تعویض قاب کناری   Electro Motor	A141821C	
9158	تعویض قاب کناری تابلو برق 	A141831C	
9159	تعویض قاب ورودی هوا 	A141841C	
9160	تعویض قاب صداگیر 	A141851C	
9161	تعویض نگهدارنده مخزن 	A141861C	
9162	تعویض کاسه نمد	A141871C	
9163	تعویض ستون هر کدام	A141881C	
9164	تعویض لولا	A141891C	
9165	دمونتاژ کوپلینگ	A141901C	
9166	مونتاژ کوپلینگ	A141911C	
9167	تعویض اکسپنشن جوینت هوا روغن	A141921C	
9168	تعویض اکسپنشن جوینت هوا 	A141931C	
9169	تعویض سنسور اختلاف فشار هر کدام	A141941C	
9170	تعویض سوییچ اختلاف فشار هر کدام	A141951C	
9171	تعویض لوله خروجی هوا	A141961C	
9172	دمونتاژ تله آبگیر	A141971C	
9173	مونتاژ تله آبگیر	A141981C	
9174	تعویض/ سرویس اتودرین	A141991C	
9175	دمونتاژ سینی کابل	A142001C	
9176	مونتاژ سینی کابل	A142011C	
9177	تعویض فن تابلو برق	A142021C	
9178	تعویض CT	A142031C	
9179	دمونتاژ گلدانی	A142041C	
9180	مونتاژ گلدانی	A142051C	
9181	تعویض کابینت برد	A142061C	
9182	دمونتاژ ایراند	A151011C	
9183	مونتاژ ایراند	A151021C	
9184	دمونتاژ آنلودر	A151031C	
9185	مونتاژ آنلودر	A151041C	
9186	تعویض فیلتر هوا	A151051C	
9187	تعویض فیلتر روغن	A151061C	
9188	تعویض فیلتر سپراتور 	A151071C	
9189	تعویض روغن	A151081C	
9190	تعویض کیت اویل استاپ ولو	A151091C	
9191	تعویض ترموستاتیک ولو	A151101C	
9192	تعویض کیت مینیمم پرشرولو	A151111C	
9193	تعویض کیت آنلودر	A151121C	
9194	تعویض تسمه ها	A151131C	
9195	دمونتاژ الکتروموتور	A151141C	
9196	مونتاژ الکتروموتور	A151151C	
9197	تعویض پولی ایراند	A151161C	
9198	تعویض پولی الکتروموتور	A151171C	
9199	دمونتاژ مینیمم پرشرولو	A151181C	
9200	مونتاژ مینیمم پرشرولو	A151191C	
9201	تعویض سوپاپ اطمینان	A151201C	
9202	مونتاژ رادیاتور	A151211C	
9203	دمونتاژ رادیاتور	A151221C	
9204	مونتاژ شاسی متحرک	A151231C	
9205	دمونتاژ شاسی متحرک	A151241C	
9206	مونتاژ/تعویض فن خنک کننده	A151251C	
9207	دمونتاژ فن خنک کننده	A151261C	
9208	تعویض کنتاکتور	A151271C	
9209	تعویض بی متال	A151281C	
9210	تعویض کنترل فاز	A151291C	
9211	تعویض کلید حرارتی	A151301C	
9212	تعویض کلید ON-Off	A151311C	
9213	تعویض emergency stop	A151321C	
9214	تعویض برد کنترلی	A151331C	
9215	تعویض سنسور دما	A151341C	
9216	نعویض سنسور فشار	A151351C	
9217	تعویض شیر یکطرفه ساکشن	A151361C	
9218	تنظیم لوله ساکشن	A151371C	
9219	تعویض شلنگ هوا-روغن	A151381C	
9220	تعویض شلنگ از مینیمم به رادیاتور	A151391C	
9221	تعویض شلنگ از مخزن سپراتور به پایه فیلتر	A151401C	
9222	تعویض شلنگ از پایه فیلتر به ایراند	A151411C	
9223	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(رفت)	A151421C	
9224	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(برگشت)	A151431C	
9225	تعویض شلنگ های پنوماتیک 	A151441C	
9226	شستشوی رادیاتور	A151451C	
9227	شستشوی کمپرسور	A151461C	
9228	تعویض فوم ها و غبارگیر	A151471C	
9229	تعویض قفل کابینت(هرعدد)	A151481C	
9230	تعویض کابل قدرت 	A151491C	
9231	تعویض بلبرینگ های الکتروموتور	A151501C	
9232	تعویض بلبرینگ های الکتروموتور فن	A151511C	
9233	تعویض پروانه فن	A151521C	
9234	تعویض توری غبارگیر	A151531C	
9235	تعویض sight glass	A151541C	
9236	شستشوی مخزن سپراتور	A151551C	
9237	تعویض شلنگ تخلیه روغن	A151561C	
9238	تعویض شیر تخلیه روغن مخزن سپراتور	A151571C	
9239	تعویض لرزه گیر	A151581C	
9240	تنظیم پولی ها	A151591C	
9241	TEST RUN	A151601C	
9242	تعویض گیج مخزن سپراتور	A151611C	
9243	زنگ زدایی، لکه گیری و نقاشی	A151621C	
9244	تعویض چک ولو زیر ایراند	A151631C	
9245	تعویض واشر آببندی آنلودر	A151641C	
9246	تعویض واشر آببندی چک ولو زیر ایراند	A151651C	
9247	تعویض کابینت تابلو برق 	A151661C	
9248	تعویض درب تابلو برق  	A151671C	
9249	تعویض صفحه بالائی تابلو برق 	A151681C	
9250	تعویض صفحه پایینی تابلو برق 	A151691C	
9251	تعویض درب کابینت هر کدام	A151701C	
9252	تعویض پنل کابینت هر کدام	A151711C	
9253	تعویض ساپورت زیر  Electro Motor  هوایاری	A151721C	
9254	تعویض رابط ساپورت راست Electro Motor	A151731C	
9255	تعویض رابط ساپورت چپ Electro Motor 	A151741C	
9256	تعویض ساپورت نگهدارنده سقف کمپرسور	A151751C	
9257	تعویض پایه فن 	A151761C	
9258	تعویض پایه خرک 	A151771C	
9259	تعویض صفحه نگهدارنده قاب فن	A151781C	
9260	تعویض صفحه روی خرک 	A151791C	
9261	تعویض قاب رادیاتور 	A151801C	
9262	تعویض قاب تسمه 	A151811C	
9263	تعویض قاب کناری   Electro Motor	A151821C	
9264	تعویض قاب کناری تابلو برق 	A151831C	
9265	تعویض قاب ورودی هوا 	A151841C	
9266	تعویض قاب صداگیر 	A151851C	
9267	تعویض نگهدارنده مخزن 	A151861C	
9268	تعویض کاسه نمد	A151871C	
9269	تعویض ستون هر کدام	A151881C	
9270	تعویض لولا	A151891C	
9271	دمونتاژ کوپلینگ	A151901C	
9272	مونتاژ کوپلینگ	A151911C	
9273	تعویض اکسپنشن جوینت هوا روغن	A151921C	
9274	تعویض اکسپنشن جوینت هوا 	A151931C	
9275	تعویض سنسور اختلاف فشار هر کدام	A151941C	
9276	تعویض سوییچ اختلاف فشار هر کدام	A151951C	
9277	تعویض لوله خروجی هوا	A151961C	
9278	دمونتاژ تله آبگیر	A151971C	
9279	مونتاژ تله آبگیر	A151981C	
9280	تعویض/ سرویس اتودرین	A151991C	
9281	دمونتاژ سینی کابل	A152001C	
9282	مونتاژ سینی کابل	A152011C	
9283	تعویض فن تابلو برق	A152021C	
9284	تعویض CT	A152031C	
9285	دمونتاژ گلدانی	A152041C	
9286	مونتاژ گلدانی	A152051C	
9287	تعویض کابینت برد	A152061C	
9288	دمونتاژ ایراند	M171011C	
9289	مونتاژ ایراند	M171021C	
9290	دمونتاژ آنلودر	M171031C	
9291	مونتاژ آنلودر	M171041C	
9292	تعویض فیلتر هوا	M171051C	
9293	تعویض فیلتر روغن	M171061C	
9294	تعویض فیلتر سپراتور 	M171071C	
9295	تعویض روغن	M171081C	
9296	تعویض کیت اویل استاپ ولو	M171091C	
9297	تعویض ترموستاتیک ولو	M171101C	
9298	تعویض کیت مینیمم پرشرولو	M171111C	
9299	تعویض کیت آنلودر	M171121C	
9300	تعویض تسمه ها	M171131C	
9301	دمونتاژ الکتروموتور	M171141C	
9302	مونتاژ الکتروموتور	M171151C	
9303	تعویض پولی ایراند	M171161C	
9304	تعویض پولی الکتروموتور	M171171C	
9305	دمونتاژ مینیمم پرشرولو	M171181C	
9306	مونتاژ مینیمم پرشرولو	M171191C	
9307	تعویض سوپاپ اطمینان	M171201C	
9308	مونتاژ رادیاتور	M171211C	
9309	دمونتاژ رادیاتور	M171221C	
9310	مونتاژ شاسی متحرک	M171231C	
9311	دمونتاژ شاسی متحرک	M171241C	
9312	مونتاژ/تعویض فن خنک کننده	M171251C	
9313	دمونتاژ فن خنک کننده	M171261C	
9314	تعویض کنتاکتور	M171271C	
9315	تعویض بی متال	M171281C	
9316	تعویض کنترل فاز	M171291C	
9317	تعویض کلید حرارتی	M171301C	
9318	تعویض کلید ON-Off	M171311C	
9319	تعویض emergency stop	M171321C	
9320	تعویض برد کنترلی	M171331C	
9321	تعویض سنسور دما	M171341C	
9322	نعویض سنسور فشار	M171351C	
9323	تعویض شیر یکطرفه ساکشن	M171361C	
9324	تنظیم لوله ساکشن	M171371C	
9325	تعویض شلنگ هوا-روغن	M171381C	
9326	تعویض شلنگ از مینیمم به رادیاتور	M171391C	
9327	تعویض شلنگ از مخزن سپراتور به پایه فیلتر	M171401C	
9328	تعویض شلنگ از پایه فیلتر به ایراند	M171411C	
9329	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(رفت)	M171421C	
9330	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(برگشت)	M171431C	
9331	تعویض شلنگ های پنوماتیک 	M171441C	
9332	شستشوی رادیاتور	M171451C	
9333	شستشوی کمپرسور	M171461C	
9334	تعویض فوم ها و غبارگیر	M171471C	
9335	تعویض قفل کابینت(هرعدد)	M171481C	
9336	تعویض کابل قدرت 	M171491C	
9337	تعویض بلبرینگ های الکتروموتور	M171501C	
9338	تعویض بلبرینگ های الکتروموتور فن	M171511C	
9339	تعویض پروانه فن	M171521C	
9340	تعویض توری غبارگیر	M171531C	
9341	تعویض sight glass	M171541C	
9342	شستشوی مخزن سپراتور	M171551C	
9343	تعویض شلنگ تخلیه روغن	M171561C	
9344	تعویض شیر تخلیه روغن مخزن سپراتور	M171571C	
9345	تعویض لرزه گیر	M171581C	
9346	تنظیم پولی ها	M171591C	
9347	TEST RUN	M171601C	
9348	تعویض گیج مخزن سپراتور	M171611C	
9349	زنگ زدایی، لکه گیری و نقاشی	M171621C	
9350	تعویض چک ولو زیر ایراند	M171631C	
9351	تعویض واشر آببندی آنلودر	M171641C	
9352	تعویض واشر آببندی چک ولو زیر ایراند	M171651C	
9353	تعویض کابینت تابلو برق 	M171661C	
9354	تعویض درب تابلو برق  	M171671C	
9355	تعویض صفحه بالائی تابلو برق 	M171681C	
9356	تعویض صفحه پایینی تابلو برق 	M171691C	
9357	تعویض درب کابینت هر کدام	M171701C	
9358	تعویض پنل کابینت هر کدام	M171711C	
9359	تعویض ساپورت زیر  Electro Motor  هوایاری	M171721C	
9360	تعویض رابط ساپورت راست Electro Motor	M171731C	
9361	تعویض رابط ساپورت چپ Electro Motor 	M171741C	
9362	تعویض ساپورت نگهدارنده سقف کمپرسور	M171751C	
9363	تعویض پایه فن 	M171761C	
9364	تعویض پایه خرک 	M171771C	
9365	تعویض صفحه نگهدارنده قاب فن	M171781C	
9366	تعویض صفحه روی خرک 	M171791C	
9367	تعویض قاب رادیاتور 	M171801C	
9368	تعویض قاب تسمه 	M171811C	
9369	تعویض قاب کناری   Electro Motor	M171821C	
9370	تعویض قاب کناری تابلو برق 	M171831C	
9371	تعویض قاب ورودی هوا 	M171841C	
9372	تعویض قاب صداگیر 	M171851C	
9373	تعویض نگهدارنده مخزن 	M171861C	
9374	تعویض کاسه نمد	M171871C	
9375	تعویض ستون هر کدام	M171881C	
9376	تعویض لولا	M171891C	
9377	دمونتاژ کوپلینگ	M171901C	
9378	مونتاژ کوپلینگ	M171911C	
9379	تعویض اکسپنشن جوینت هوا روغن	M171921C	
9380	تعویض اکسپنشن جوینت هوا 	M171931C	
9381	تعویض سنسور اختلاف فشار هر کدام	M171941C	
9382	تعویض سوییچ اختلاف فشار هر کدام	M171951C	
9383	تعویض لوله خروجی هوا	M171961C	
9384	دمونتاژ تله آبگیر	M171971C	
9385	مونتاژ تله آبگیر	M171981C	
9386	تعویض/ سرویس اتودرین	M171991C	
9387	دمونتاژ سینی کابل	M172001C	
9388	مونتاژ سینی کابل	M172011C	
9389	تعویض فن تابلو برق	M172021C	
9390	تعویض CT	M172031C	
9391	دمونتاژ گلدانی	M172041C	
9392	مونتاژ گلدانی	M172051C	
9393	تعویض کابینت برد	M172061C	
9394	رفع ایراد برد	Y012072C	
9395	تعویض اوریفیس	Y012082C	
9396	تعویض شیربرقی	Y012092C	
9397	شستشوی شاسی	Y012102C	
9398	تعویض رله	Y012112C	
9399	تعویض اورینگ	Y012122C	
9400	تعویض نمایانگر روغن	Y012132C	
9401	تعویض بیرینگ های ایراند	Y012142C	
9402	نعویض ترانسفورماتور	Y012152C	
9403	رفع ایراد برد	Y022072C	
9404	تعویض اوریفیس	Y022082C	
9405	تعویض شیربرقی	Y022092C	
9406	شستشوی شاسی	Y022102C	
9407	تعویض رله	Y022112C	
9408	تعویض اورینگ	Y022122C	
9409	تعویض نمایانگر روغن	Y022132C	
9410	تعویض بیرینگ های ایراند	Y022142C	
9411	نعویض ترانسفورماتور	Y022152C	
9412	رفع ایراد برد	Y032072C	
9413	تعویض اوریفیس	Y032082C	
9414	تعویض شیربرقی	Y032092C	
9415	شستشوی شاسی	Y032102C	
9416	تعویض رله	Y032112C	
9417	تعویض اورینگ	Y032122C	
9418	تعویض نمایانگر روغن	Y032132C	
9419	تعویض بیرینگ های ایراند	Y032142C	
9420	نعویض ترانسفورماتور	Y032152C	
9421	رفع ایراد برد	Y042072C	
9422	تعویض اوریفیس	Y042082C	
9423	تعویض شیربرقی	Y042092C	
9424	شستشوی شاسی	Y042102C	
9425	تعویض رله	Y042112C	
9426	تعویض اورینگ	Y042122C	
9427	تعویض نمایانگر روغن	Y042132C	
9428	تعویض بیرینگ های ایراند	Y042142C	
9429	نعویض ترانسفورماتور	Y042152C	
9430	رفع ایراد برد	Y052072C	
9431	تعویض اوریفیس	Y052082C	
