Id	Title	Code	ProductTypeId
2431	مونتاژ شاسی متحرک	H151232C	
2432	دمونتاژ شاسی متحرک	H151242C	
2433	مونتاژ/تعویض فن خنک کننده	H151252C	
2434	دمونتاژ فن خنک کننده	H151262C	
2435	تعویض کنتاکتور	H151272C	
2436	تعویض بی متال	H151282C	
2437	تعویض کنترل فاز	H151292C	
2438	تعویض کلید حرارتی	H151302C	
2439	تعویض کلید ON-Off	H151312C	
2440	تعویض emergency stop	H151322C	
2441	تعویض برد کنترلی	H151332C	
2442	تعویض سنسور دما	H151342C	
2443	نعویض سنسور فشار	H151352C	
2444	تعویض شیر یکطرفه ساکشن	H151362C	
2445	تنظیم لوله ساکشن	H151372C	
2446	تعویض شلنگ هوا-روغن	H151382C	
2447	تعویض شلنگ از مینیمم به رادیاتور	H151392C	
2448	تعویض شلنگ از مخزن سپراتور به پایه فیلتر	H151402C	
2449	تعویض شلنگ از پایه فیلتر به ایراند	H151412C	
2450	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(رفت)	H151422C	
2451	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(برگشت)	H151432C	
2452	تعویض شلنگ های پنوماتیک 	H151442C	
2453	شستشوی رادیاتور	H151452C	
2454	شستشوی کمپرسور	H151462C	
2455	تعویض فوم ها و غبارگیر	H151472C	
2456	تعویض قفل کابینت(هرعدد)	H151482C	
2457	تعویض کابل قدرت 	H151492C	
2458	تعویض بلبرینگ های الکتروموتور	H151502C	
2459	تعویض بلبرینگ های الکتروموتور فن	H151512C	
2460	تعویض پروانه فن	H151522C	
2461	تعویض توری غبارگیر	H151532C	
2462	تعویض sight glass	H151542C	
2463	شستشوی مخزن سپراتور	H151552C	
2464	تعویض شلنگ تخلیه روغن	H151562C	
2465	تعویض شیر تخلیه روغن مخزن سپراتور	H151572C	
2466	تعویض لرزه گیر	H151582C	
2467	تنظیم پولی ها	H151592C	
2468	TEST RUN	H151602C	
2469	تعویض گیج مخزن سپراتور	H151612C	
2470	زنگ زدایی، لکه گیری و نقاشی	H151622C	
2471	تعویض چک ولو زیر ایراند	H151632C	
2472	تعویض واشر آببندی آنلودر	H151642C	
2473	تعویض واشر آببندی چک ولو زیر ایراند	H151652C	
2474	تعویض کابینت تابلو برق 	H151662C	
2475	تعویض درب تابلو برق  	H151672C	
2476	تعویض صفحه بالائی تابلو برق 	H151682C	
2477	تعویض صفحه پایینی تابلو برق 	H151692C	
2478	تعویض درب کابینت هر کدام	H151702C	
2479	تعویض پنل کابینت هر کدام	H151712C	
2480	تعویض ساپورت زیر  Electro Motor  هوایاری	H151722C	
2481	تعویض رابط ساپورت راست Electro Motor	H151732C	
2482	تعویض رابط ساپورت چپ Electro Motor 	H151742C	
2483	تعویض ساپورت نگهدارنده سقف کمپرسور	H151752C	
2484	تعویض پایه فن 	H151762C	
2485	تعویض پایه خرک 	H151772C	
2486	تعویض صفحه نگهدارنده قاب فن	H151782C	
2487	تعویض صفحه روی خرک 	H151792C	
2488	تعویض قاب رادیاتور 	H151802C	
2489	تعویض قاب تسمه 	H151812C	
2490	تعویض قاب کناری   Electro Motor	H151822C	
2491	تعویض قاب کناری تابلو برق 	H151832C	
2492	تعویض قاب ورودی هوا 	H151842C	
2493	تعویض قاب صداگیر 	H151852C	
2494	تعویض نگهدارنده مخزن 	H151862C	
2495	دمونتاژ ایراند	H161012C	
2496	مونتاژ ایراند	H161022C	
2497	دمونتاژ آنلودر	H161032C	
2498	مونتاژ آنلودر	H161042C	
2499	تعویض فیلتر هوا	H161052C	
2500	تعویض فیلتر روغن	H161062C	
2501	تعویض فیلتر سپراتور 	H161072C	
2502	تعویض روغن	H161082C	
2503	تعویض کیت اویل استاپ ولو	H161092C	
2504	تعویض ترموستاتیک ولو	H161102C	
2505	تعویض کیت مینیمم پرشرولو	H161112C	
2506	تعویض کیت آنلودر	H161122C	
2507	تعویض تسمه ها	H161132C	
2508	دمونتاژ الکتروموتور	H161142C	
2509	مونتاژ الکتروموتور	H161152C	
2510	تعویض پولی ایراند	H161162C	
2511	تعویض پولی الکتروموتور	H161172C	
2512	دمونتاژ مینیمم پرشرولو	H161182C	
2513	مونتاژ مینیمم پرشرولو	H161192C	
2514	تعویض سوپاپ اطمینان	H161202C	
2515	مونتاژ رادیاتور	H161212C	
2516	دمونتاژ رادیاتور	H161222C	
2517	مونتاژ شاسی متحرک	H161232C	
2518	دمونتاژ شاسی متحرک	H161242C	
2519	مونتاژ/تعویض فن خنک کننده	H161252C	
2520	دمونتاژ فن خنک کننده	H161262C	
2521	تعویض کنتاکتور	H161272C	
2522	تعویض بی متال	H161282C	
2523	تعویض کنترل فاز	H161292C	
2524	تعویض کلید حرارتی	H161302C	
2525	تعویض کلید ON-Off	H161312C	
2526	تعویض emergency stop	H161322C	
2527	تعویض برد کنترلی	H161332C	
2528	تعویض سنسور دما	H161342C	
2529	نعویض سنسور فشار	H161352C	
2530	تعویض شیر یکطرفه ساکشن	H161362C	
2531	تنظیم لوله ساکشن	H161372C	
2532	تعویض شلنگ هوا-روغن	H161382C	
2533	تعویض شلنگ از مینیمم به رادیاتور	H161392C	
2534	تعویض شلنگ از مخزن سپراتور به پایه فیلتر	H161402C	
2535	تعویض شلنگ از پایه فیلتر به ایراند	H161412C	
2536	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(رفت)	H161422C	
2537	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(برگشت)	H161432C	
2538	تعویض شلنگ های پنوماتیک 	H161442C	
2539	شستشوی رادیاتور	H161452C	
2540	شستشوی کمپرسور	H161462C	
2541	تعویض فوم ها و غبارگیر	H161472C	
2542	تعویض قفل کابینت(هرعدد)	H161482C	
2543	تعویض کابل قدرت 	H161492C	
2544	تعویض بلبرینگ های الکتروموتور	H161502C	
2545	تعویض بلبرینگ های الکتروموتور فن	H161512C	
2546	تعویض پروانه فن	H161522C	
2547	تعویض توری غبارگیر	H161532C	
2548	تعویض sight glass	H161542C	
2549	شستشوی مخزن سپراتور	H161552C	
2550	تعویض شلنگ تخلیه روغن	H161562C	
2551	تعویض شیر تخلیه روغن مخزن سپراتور	H161572C	
2552	تعویض لرزه گیر	H161582C	
2553	تنظیم پولی ها	H161592C	
2554	TEST RUN	H161602C	
2555	تعویض گیج مخزن سپراتور	H161612C	
2556	زنگ زدایی، لکه گیری و نقاشی	H161622C	
2557	تعویض چک ولو زیر ایراند	H161632C	
2558	تعویض واشر آببندی آنلودر	H161642C	
2559	تعویض واشر آببندی چک ولو زیر ایراند	H161652C	
2560	تعویض کابینت تابلو برق 	H161662C	
2561	تعویض درب تابلو برق  	H161672C	
2562	تعویض صفحه بالائی تابلو برق 	H161682C	
2563	تعویض صفحه پایینی تابلو برق 	H161692C	
2564	تعویض درب کابینت هر کدام	H161702C	
2565	تعویض پنل کابینت هر کدام	H161712C	
2566	تعویض ساپورت زیر  Electro Motor  هوایاری	H161722C	
2567	تعویض رابط ساپورت راست Electro Motor	H161732C	
2568	تعویض رابط ساپورت چپ Electro Motor 	H161742C	
2569	تعویض ساپورت نگهدارنده سقف کمپرسور	H161752C	
2570	تعویض پایه فن 	H161762C	
2571	تعویض پایه خرک 	H161772C	
2572	تعویض صفحه نگهدارنده قاب فن	H161782C	
2573	تعویض صفحه روی خرک 	H161792C	
2574	تعویض قاب رادیاتور 	H161802C	
2575	تعویض قاب تسمه 	H161812C	
2576	تعویض قاب کناری   Electro Motor	H161822C	
2577	تعویض قاب کناری تابلو برق 	H161832C	
2578	تعویض قاب ورودی هوا 	H161842C	
2579	تعویض قاب صداگیر 	H161852C	
2580	تعویض نگهدارنده مخزن 	H001862C	
2581	دمونتاژ ایراند	A001012C	
2582	مونتاژ ایراند	A001022C	
2583	دمونتاژ آنلودر	A001032C	
2584	مونتاژ آنلودر	A001042C	
2585	تعویض فیلتر هوا	A001052C	
2586	تعویض فیلتر روغن	A001062C	
2587	تعویض فیلتر سپراتور 	A001072C	
2588	تعویض روغن	A001082C	
2589	تعویض کیت اویل استاپ ولو	A001092C	
2590	تعویض ترموستاتیک ولو	A001102C	
2591	تعویض کیت مینیمم پرشرولو	A001112C	
2592	تعویض کیت آنلودر	A001122C	
2593	تعویض تسمه ها	A001132C	
2594	دمونتاژ الکتروموتور	A001142C	
2595	مونتاژ الکتروموتور	A001152C	
2596	تعویض پولی ایراند	A001162C	
2597	تعویض پولی الکتروموتور	A001172C	
2598	دمونتاژ مینیمم پرشرولو	A001182C	
2599	مونتاژ مینیمم پرشرولو	A001192C	
2600	تعویض سوپاپ اطمینان	A001202C	
2601	مونتاژ رادیاتور	A001212C	
2602	دمونتاژ رادیاتور	A001222C	
2603	مونتاژ شاسی متحرک	A001232C	
2604	دمونتاژ شاسی متحرک	A001242C	
2605	مونتاژ/تعویض فن خنک کننده	A001252C	
2606	دمونتاژ فن خنک کننده	A001262C	
2607	تعویض کنتاکتور	A001272C	
2608	تعویض بی متال	A001282C	
2609	تعویض کنترل فاز	A001292C	
2610	تعویض کلید حرارتی	A001302C	
2611	تعویض کلید ON-Off	A001312C	
2612	تعویض emergency stop	A001322C	
2613	تعویض برد کنترلی	A001332C	
2614	تعویض سنسور دما	A001342C	
2615	نعویض سنسور فشار	A001352C	
2616	تعویض شیر یکطرفه ساکشن	A001362C	
2617	تنظیم لوله ساکشن	A001372C	
2618	تعویض شلنگ هوا-روغن	A001382C	
2619	تعویض شلنگ از مینیمم به رادیاتور	A001392C	
2620	تعویض شلنگ از مخزن سپراتور به پایه فیلتر	A001402C	
2621	تعویض شلنگ از پایه فیلتر به ایراند	A001412C	
2622	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(رفت)	A001422C	
2623	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(برگشت)	A001432C	
2624	تعویض شلنگ های پنوماتیک 	A001442C	
2625	شستشوی رادیاتور	A001452C	
2626	شستشوی کمپرسور	A001462C	
2627	تعویض فوم ها و غبارگیر	A001472C	
2628	تعویض قفل کابینت(هرعدد)	A001482C	
2629	تعویض کابل قدرت 	A001492C	
2630	تعویض بلبرینگ های الکتروموتور	A001502C	
2631	تعویض بلبرینگ های الکتروموتور فن	A001512C	
2632	تعویض پروانه فن	A001522C	
2633	تعویض توری غبارگیر	A001532C	
2634	تعویض sight glass	A001542C	
2635	شستشوی مخزن سپراتور	A001552C	
2636	تعویض شلنگ تخلیه روغن	A001562C	
2637	تعویض شیر تخلیه روغن مخزن سپراتور	A001572C	
2638	تعویض لرزه گیر	A001582C	
2639	تنظیم پولی ها	A001592C	
2640	TEST RUN	A001602C	
2641	تعویض گیج مخزن سپراتور	A001612C	
2642	زنگ زدایی، لکه گیری و نقاشی	A001622C	
2643	تعویض چک ولو زیر ایراند	A001632C	
2644	تعویض واشر آببندی آنلودر	A001642C	
2645	تعویض واشر آببندی چک ولو زیر ایراند	A001652C	
2646	تعویض کابینت تابلو برق 	A001662C	
2647	تعویض درب تابلو برق  	A001672C	
2648	تعویض صفحه بالائی تابلو برق 	A001682C	
2649	تعویض صفحه پایینی تابلو برق 	A001692C	
2650	تعویض درب کابینت هر کدام	A001702C	
2651	تعویض پنل کابینت هر کدام	A001712C	
2652	تعویض ساپورت زیر  Electro Motor  هوایاری	A001722C	
2653	تعویض رابط ساپورت راست Electro Motor	A001732C	
2654	تعویض رابط ساپورت چپ Electro Motor 	A001742C	
2655	تعویض ساپورت نگهدارنده سقف کمپرسور	A001752C	
2656	تعویض پایه فن 	A001762C	
2657	تعویض پایه خرک 	A001772C	
2658	تعویض صفحه نگهدارنده قاب فن	A001782C	
2659	تعویض صفحه روی خرک 	A001792C	
2660	تعویض قاب رادیاتور 	A001802C	
2661	تعویض قاب تسمه 	A001812C	
2662	تعویض قاب کناری   Electro Motor	A001822C	
2663	تعویض قاب کناری تابلو برق 	A001832C	
2664	تعویض قاب ورودی هوا 	A001842C	
2665	تعویض قاب صداگیر 	A001852C	
2666	تعویض نگهدارنده مخزن 	A001862C	
3785	دمونتاژ ایراند	A031012C	
3786	مونتاژ ایراند	A031022C	
3787	دمونتاژ آنلودر	A031032C	
3788	مونتاژ آنلودر	A031042C	
3789	تعویض فیلتر هوا	A031052C	
3790	تعویض فیلتر روغن	A031062C	
3791	تعویض فیلتر سپراتور 	A031072C	
3792	تعویض روغن	A031082C	
3793	تعویض کیت اویل استاپ ولو	A031092C	
3794	تعویض ترموستاتیک ولو	A031102C	
3795	تعویض کیت مینیمم پرشرولو	A031112C	
3796	تعویض کیت آنلودر	A031122C	
3797	تعویض تسمه ها	A031132C	
3798	دمونتاژ الکتروموتور	A031142C	
3799	مونتاژ الکتروموتور	A031152C	
3800	تعویض پولی ایراند	A031162C	
3801	تعویض پولی الکتروموتور	A031172C	
3802	دمونتاژ مینیمم پرشرولو	A031182C	
3803	مونتاژ مینیمم پرشرولو	A031192C	
3804	تعویض سوپاپ اطمینان	A031202C	
3805	مونتاژ رادیاتور	A031212C	
3806	دمونتاژ رادیاتور	A031222C	
3807	مونتاژ شاسی متحرک	A031232C	
3808	دمونتاژ شاسی متحرک	A031242C	
3809	مونتاژ/تعویض فن خنک کننده	A031252C	
3810	دمونتاژ فن خنک کننده	A031262C	
3811	تعویض کنتاکتور	A031272C	
3812	تعویض بی متال	A031282C	
3813	تعویض کنترل فاز	A031292C	
3814	تعویض کلید حرارتی	A031302C	
3815	تعویض کلید ON-Off	A031312C	
3816	تعویض emergency stop	A031322C	
3817	تعویض برد کنترلی	A031332C	
3818	تعویض سنسور دما	A031342C	
3819	نعویض سنسور فشار	A031352C	
3820	تعویض شیر یکطرفه ساکشن	A031362C	
3821	تنظیم لوله ساکشن	A031372C	
3822	تعویض شلنگ هوا-روغن	A031382C	
3823	تعویض شلنگ از مینیمم به رادیاتور	A031392C	
3824	تعویض شلنگ از مخزن سپراتور به پایه فیلتر	A031402C	
3825	تعویض شلنگ از پایه فیلتر به ایراند	A031412C	
3826	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(رفت)	A031422C	
3827	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(برگشت)	A031432C	
3828	تعویض شلنگ های پنوماتیک 	A031442C	
3829	شستشوی رادیاتور	A031452C	
3830	شستشوی کمپرسور	A031462C	
3831	تعویض فوم ها و غبارگیر	A031472C	
3832	تعویض قفل کابینت(هرعدد)	A031482C	
3833	تعویض کابل قدرت 	A031492C	
3834	تعویض بلبرینگ های الکتروموتور	A031502C	
3835	تعویض بلبرینگ های الکتروموتور فن	A031512C	
3836	تعویض پروانه فن	A031522C	
3837	تعویض توری غبارگیر	A031532C	
3838	تعویض sight glass	A031542C	
3839	شستشوی مخزن سپراتور	A031552C	
3840	تعویض شلنگ تخلیه روغن	A031562C	
3841	تعویض شیر تخلیه روغن مخزن سپراتور	A031572C	
3842	تعویض لرزه گیر	A031582C	
3843	تنظیم پولی ها	A031592C	
3844	TEST RUN	A031602C	
3845	تعویض گیج مخزن سپراتور	A031612C	
3846	زنگ زدایی، لکه گیری و نقاشی	A031622C	
3847	تعویض چک ولو زیر ایراند	A031632C	
3848	تعویض واشر آببندی آنلودر	A031642C	
3849	تعویض واشر آببندی چک ولو زیر ایراند	A031652C	
3850	تعویض کابینت تابلو برق 	A031662C	
3851	تعویض درب تابلو برق  	A031672C	
3852	تعویض صفحه بالائی تابلو برق 	A031682C	
3853	تعویض صفحه پایینی تابلو برق 	A031692C	
3854	تعویض درب کابینت هر کدام	A031702C	
3855	تعویض پنل کابینت هر کدام	A031712C	
3856	تعویض ساپورت زیر  Electro Motor  هوایاری	A031722C	
3857	تعویض رابط ساپورت راست Electro Motor	A031732C	
3858	تعویض رابط ساپورت چپ Electro Motor 	A031742C	
3859	تعویض ساپورت نگهدارنده سقف کمپرسور	A031752C	
3860	تعویض پایه فن 	A031762C	
3861	تعویض پایه خرک 	A031772C	
3862	تعویض صفحه نگهدارنده قاب فن	A031782C	
3863	تعویض صفحه روی خرک 	A031792C	
3864	تعویض قاب رادیاتور 	A031802C	
3865	تعویض قاب تسمه 	A031812C	
3866	تعویض قاب کناری   Electro Motor	A031822C	
3867	تعویض قاب کناری تابلو برق 	A031832C	
3868	تعویض قاب ورودی هوا 	A031842C	
3869	تعویض قاب صداگیر 	A031852C	
3870	تعویض نگهدارنده مخزن 	A031862C	
3871	دمونتاژ ایراند	A041012C	
3872	مونتاژ ایراند	A041022C	
3873	دمونتاژ آنلودر	A041032C	
3874	مونتاژ آنلودر	A041042C	
3875	تعویض فیلتر هوا	A041052C	
3876	تعویض فیلتر روغن	A041062C	
3877	تعویض فیلتر سپراتور 	A041072C	
3878	تعویض روغن	A041082C	
3879	تعویض کیت اویل استاپ ولو	A041092C	
3880	تعویض ترموستاتیک ولو	A041102C	
3881	تعویض کیت مینیمم پرشرولو	A041112C	
3882	تعویض کیت آنلودر	A041122C	
3883	تعویض تسمه ها	A041132C	
3884	دمونتاژ الکتروموتور	A041142C	
3885	مونتاژ الکتروموتور	A041152C	
3886	تعویض پولی ایراند	A041162C	
3887	تعویض پولی الکتروموتور	A041172C	
3888	دمونتاژ مینیمم پرشرولو	A041182C	
3889	مونتاژ مینیمم پرشرولو	A041192C	
3890	تعویض سوپاپ اطمینان	A041202C	
3891	مونتاژ رادیاتور	A041212C	
3892	دمونتاژ رادیاتور	A041222C	
3893	مونتاژ شاسی متحرک	A041232C	
3894	دمونتاژ شاسی متحرک	A041242C	
3895	مونتاژ/تعویض فن خنک کننده	A041252C	
3896	دمونتاژ فن خنک کننده	A041262C	
3897	تعویض کنتاکتور	A041272C	
3898	تعویض بی متال	A041282C	
3899	تعویض کنترل فاز	A041292C	
3900	تعویض کلید حرارتی	A041302C	
3901	تعویض کلید ON-Off	A041312C	
3902	تعویض emergency stop	A041322C	
3903	تعویض برد کنترلی	A041332C	
3904	تعویض سنسور دما	A041342C	
3905	نعویض سنسور فشار	A041352C	
3906	تعویض شیر یکطرفه ساکشن	A041362C	
3907	تنظیم لوله ساکشن	A041372C	
3908	تعویض شلنگ هوا-روغن	A041382C	
3909	تعویض شلنگ از مینیمم به رادیاتور	A041392C	
3910	تعویض شلنگ از مخزن سپراتور به پایه فیلتر	A041402C	
3911	تعویض شلنگ از پایه فیلتر به ایراند	A041412C	
3912	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(رفت)	A041422C	
3913	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(برگشت)	A041432C	
3914	تعویض شلنگ های پنوماتیک 	A041442C	
3915	شستشوی رادیاتور	A041452C	
3916	شستشوی کمپرسور	A041462C	
3917	تعویض فوم ها و غبارگیر	A041472C	
3918	تعویض قفل کابینت(هرعدد)	A041482C	
3919	تعویض کابل قدرت 	A041492C	
3920	تعویض بلبرینگ های الکتروموتور	A041502C	
3921	تعویض بلبرینگ های الکتروموتور فن	A041512C	
3922	تعویض پروانه فن	A041522C	
3923	تعویض توری غبارگیر	A041532C	
3924	تعویض sight glass	A041542C	
3925	شستشوی مخزن سپراتور	A041552C	
3926	تعویض شلنگ تخلیه روغن	A041562C	
3927	تعویض شیر تخلیه روغن مخزن سپراتور	A041572C	
3928	تعویض لرزه گیر	A041582C	
3929	تنظیم پولی ها	A041592C	
3930	TEST RUN	A041602C	
3931	تعویض گیج مخزن سپراتور	A041612C	
3932	زنگ زدایی، لکه گیری و نقاشی	A041622C	
3933	تعویض چک ولو زیر ایراند	A041632C	
3934	تعویض واشر آببندی آنلودر	A041642C	
3935	تعویض واشر آببندی چک ولو زیر ایراند	A041652C	
3936	تعویض کابینت تابلو برق 	A041662C	
3937	تعویض درب تابلو برق  	A041672C	
3938	تعویض صفحه بالائی تابلو برق 	A041682C	
3939	تعویض صفحه پایینی تابلو برق 	A041692C	
3940	تعویض درب کابینت هر کدام	A041702C	
3941	تعویض پنل کابینت هر کدام	A041712C	
3942	تعویض ساپورت زیر  Electro Motor  هوایاری	A041722C	
3943	تعویض رابط ساپورت راست Electro Motor	A041732C	
3944	تعویض رابط ساپورت چپ Electro Motor 	A041742C	
3945	تعویض ساپورت نگهدارنده سقف کمپرسور	A041752C	
3946	تعویض پایه فن 	A041762C	
3947	تعویض پایه خرک 	A041772C	
3948	تعویض صفحه نگهدارنده قاب فن	A041782C	
3949	تعویض صفحه روی خرک 	A041792C	
3950	تعویض قاب رادیاتور 	A041802C	
3951	تعویض قاب تسمه 	A041812C	
3952	تعویض قاب کناری   Electro Motor	A041822C	
3953	تعویض قاب کناری تابلو برق 	A041832C	
3954	تعویض قاب ورودی هوا 	A041842C	
3955	تعویض قاب صداگیر 	A041852C	
3956	تعویض نگهدارنده مخزن 	A041862C	
3957	دمونتاژ ایراند	A051012C	
3958	مونتاژ ایراند	A051022C	
3959	دمونتاژ آنلودر	A051032C	
3960	مونتاژ آنلودر	A051042C	
3961	تعویض فیلتر هوا	A051052C	
3962	تعویض فیلتر روغن	A051062C	
3963	تعویض فیلتر سپراتور 	A051072C	
3964	تعویض روغن	A051082C	
3965	تعویض کیت اویل استاپ ولو	A051092C	
3966	تعویض ترموستاتیک ولو	A051102C	
3967	تعویض کیت مینیمم پرشرولو	A051112C	
3968	تعویض کیت آنلودر	A051122C	
3969	تعویض تسمه ها	A051132C	
3970	دمونتاژ الکتروموتور	A051142C	
3971	مونتاژ الکتروموتور	A051152C	
3972	تعویض پولی ایراند	A051162C	
3973	تعویض پولی الکتروموتور	A051172C	
3974	دمونتاژ مینیمم پرشرولو	A051182C	
3975	مونتاژ مینیمم پرشرولو	A051192C	
3976	تعویض سوپاپ اطمینان	A051202C	
3977	مونتاژ رادیاتور	A051212C	
3978	دمونتاژ رادیاتور	A051222C	
3979	مونتاژ شاسی متحرک	A051232C	
3980	دمونتاژ شاسی متحرک	A051242C	
3981	مونتاژ/تعویض فن خنک کننده	A051252C	
3982	دمونتاژ فن خنک کننده	A051262C	
3983	تعویض کنتاکتور	A051272C	
3984	تعویض بی متال	A051282C	
3985	تعویض کنترل فاز	A051292C	
3986	تعویض کلید حرارتی	A051302C	
3987	تعویض کلید ON-Off	A051312C	
3988	تعویض emergency stop	A051322C	
3989	تعویض برد کنترلی	A051332C	
3990	تعویض سنسور دما	A051342C	
3991	نعویض سنسور فشار	A051352C	
3992	تعویض شیر یکطرفه ساکشن	A051362C	
3993	تنظیم لوله ساکشن	A051372C	
3994	تعویض شلنگ هوا-روغن	A051382C	
3995	تعویض شلنگ از مینیمم به رادیاتور	A051392C	
3996	تعویض شلنگ از مخزن سپراتور به پایه فیلتر	A051402C	
3997	تعویض شلنگ از پایه فیلتر به ایراند	A051412C	
3998	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(رفت)	A051422C	
3999	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(برگشت)	A051432C	
4000	تعویض شلنگ های پنوماتیک 	A051442C	
4001	شستشوی رادیاتور	A051452C	
4002	شستشوی کمپرسور	A051462C	
4003	تعویض فوم ها و غبارگیر	A051472C	
4004	تعویض قفل کابینت(هرعدد)	A051482C	
4005	تعویض کابل قدرت 	A051492C	
4006	تعویض بلبرینگ های الکتروموتور	A051502C	
4007	تعویض بلبرینگ های الکتروموتور فن	A051512C	
4008	تعویض پروانه فن	A051522C	
4009	تعویض توری غبارگیر	A051532C	
4010	تعویض sight glass	A051542C	
4011	شستشوی مخزن سپراتور	A051552C	
4012	تعویض شلنگ تخلیه روغن	A051562C	
4013	تعویض شیر تخلیه روغن مخزن سپراتور	A051572C	
4014	تعویض لرزه گیر	A051582C	
4015	تنظیم پولی ها	A051592C	
4016	TEST RUN	A051602C	
4017	تعویض گیج مخزن سپراتور	A051612C	
4018	زنگ زدایی، لکه گیری و نقاشی	A051622C	
4019	تعویض چک ولو زیر ایراند	A051632C	
4020	تعویض واشر آببندی آنلودر	A051642C	
4021	تعویض واشر آببندی چک ولو زیر ایراند	A051652C	
4022	تعویض کابینت تابلو برق 	A051662C	
4023	تعویض درب تابلو برق  	A051672C	
4024	تعویض صفحه بالائی تابلو برق 	A051682C	
4025	تعویض صفحه پایینی تابلو برق 	A051692C	
4026	تعویض درب کابینت هر کدام	A051702C	
4027	تعویض پنل کابینت هر کدام	A051712C	
4028	تعویض ساپورت زیر  Electro Motor  هوایاری	A051722C	
4029	تعویض رابط ساپورت راست Electro Motor	A051732C	
4030	تعویض رابط ساپورت چپ Electro Motor 	A051742C	
4031	تعویض ساپورت نگهدارنده سقف کمپرسور	A051752C	
4032	تعویض پایه فن 	A051762C	
4033	تعویض پایه خرک 	A051772C	
4034	تعویض صفحه نگهدارنده قاب فن	A051782C	
4035	تعویض صفحه روی خرک 	A051792C	
4036	تعویض قاب رادیاتور 	A051802C	
4037	تعویض قاب تسمه 	A051812C	
4038	تعویض قاب کناری   Electro Motor	A051822C	
4039	تعویض قاب کناری تابلو برق 	A051832C	
4040	تعویض قاب ورودی هوا 	A051842C	
4041	تعویض قاب صداگیر 	A051852C	
4042	تعویض نگهدارنده مخزن 	A051862C	
4043	دمونتاژ ایراند	A061012C	
4044	مونتاژ ایراند	A061022C	
4045	دمونتاژ آنلودر	A061032C	
4046	مونتاژ آنلودر	A061042C	
4047	تعویض فیلتر هوا	A061052C	
4048	تعویض فیلتر روغن	A061062C	
4049	تعویض فیلتر سپراتور 	A061072C	
4050	تعویض روغن	A061082C	
4051	تعویض کیت اویل استاپ ولو	A061092C	
4052	تعویض ترموستاتیک ولو	A061102C	
4053	تعویض کیت مینیمم پرشرولو	A061112C	
4054	تعویض کیت آنلودر	A061122C	
4055	تعویض تسمه ها	A061132C	
4056	دمونتاژ الکتروموتور	A061142C	
4057	مونتاژ الکتروموتور	A061152C	
4058	تعویض پولی ایراند	A061162C	
4059	تعویض پولی الکتروموتور	A061172C	
4060	دمونتاژ مینیمم پرشرولو	A061182C	
4061	مونتاژ مینیمم پرشرولو	A061192C	
4062	تعویض سوپاپ اطمینان	A061202C	
4063	مونتاژ رادیاتور	A061212C	
4064	دمونتاژ رادیاتور	A061222C	
4065	مونتاژ شاسی متحرک	A061232C	
4066	دمونتاژ شاسی متحرک	A061242C	
4067	مونتاژ/تعویض فن خنک کننده	A061252C	
4068	دمونتاژ فن خنک کننده	A061262C	
4069	تعویض کنتاکتور	A061272C	
4070	تعویض بی متال	A061282C	
4071	تعویض کنترل فاز	A061292C	
4072	تعویض کلید حرارتی	A061302C	
4073	تعویض کلید ON-Off	A061312C	
4074	تعویض emergency stop	A061322C	
4075	تعویض برد کنترلی	A061332C	
4076	تعویض سنسور دما	A061342C	
4077	نعویض سنسور فشار	A061352C	
4078	تعویض شیر یکطرفه ساکشن	A061362C	
4079	تنظیم لوله ساکشن	A061372C	
4080	تعویض شلنگ هوا-روغن	A061382C	
4081	تعویض شلنگ از مینیمم به رادیاتور	A061392C	
4082	تعویض شلنگ از مخزن سپراتور به پایه فیلتر	A061402C	
4083	تعویض شلنگ از پایه فیلتر به ایراند	A061412C	
4084	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(رفت)	A061422C	
4085	تعویض شلنگ - لوله از پایه فیلتر به رادیاتور(برگشت)	A061432C	
4086	تعویض شلنگ های پنوماتیک 	A061442C	
4087	شستشوی رادیاتور	A061452C	
4088	شستشوی کمپرسور	A061462C	
4089	تعویض فوم ها و غبارگیر	A061472C	
4090	تعویض قفل کابینت(هرعدد)	A061482C	
4091	تعویض کابل قدرت 	A061492C	
4092	تعویض بلبرینگ های الکتروموتور	A061502C	
4093	تعویض بلبرینگ های الکتروموتور فن	A061512C	
4094	تعویض پروانه فن	A061522C	
4095	تعویض توری غبارگیر	A061532C	
4096	تعویض sight glass	A061542C	
4097	شستشوی مخزن سپراتور	A061552C	
4098	تعویض شلنگ تخلیه روغن	A061562C	
4099	تعویض شیر تخلیه روغن مخزن سپراتور	A061572C	
4100	تعویض لرزه گیر	A061582C	
