"ActiveOpen","DeletedOpen","EmailToSupplier","BuyCategory","BuyCategoryPart","BuyCategoryCompany","LeadTime","PartCompany","CompaniesComp"
"1051","124532","37939","111","23002","0","3202","8432","25133"
