"Id","Name","Type"
"40","buycategoryitem_listinfo","1"
"41","leadtime_listinfo","1"
"32","openorderrequest_listinfo","1"
"74","openorderrequest_listinfonew","1"
"101","partcompany_listinfo","1"
"38","supplier_listinfo","1"
"102","vw_OpenOrderRequestAllActive","1"
"72","vw_OpenOrderRequestEngineeringAccepted","1"
"141","vw_OpenOrderRequestMyRequestes","1"
"103","vw_OpenOrderRequestOtherView","1"
"73","vw_openOrderRequestPurchaseCompleted","1"
